epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,5.394094002552522,5.389649703216553,1.3,5.67,1e-05
1,4.51034272878598,4.0801765159606935,8.84,27.53,0.020008
2,4.435933131438035,3.9316936080932616,10.58,32.27,0.04000600000000001
3,4.402938166642801,3.8252469017028807,12.65,34.82,0.06000400000000001
4,4.356239335964887,3.762810327911377,14.19,37.77,0.080002
5,4.298667920552767,3.512909938430786,16.28,42.95,0.09993148359005492
6,4.243198019418961,3.27097219619751,21.22,50.41,0.09990134628777145
7,4.146749114378904,3.2106608711242677,22.46,50.62,0.09986573728883678
8,4.111145932857807,2.9756400871276854,26.62,56.86,0.09982466049817898
9,4.05884719873086,2.8322258575439454,30.26,61.18,0.09977812042033099
10,4.012254159267132,2.772716310119629,31.59,61.9,0.09972612215893682
11,3.9586589538134063,2.63039785194397,34.55,65.2,0.09966867141619182
12,3.920279276676667,2.5568983650207517,36.69,67.85,0.09960577449221733
13,3.8751281573222234,2.5564225826263427,37.79,67.95,0.09953743828436983
14,3.858744160945599,2.382596139907837,40.17,71.09,0.09946367028648462
15,3.8210681175574277,2.284749845123291,41.77,72.52,0.09938447858805392
16,3.785100523630778,2.232314601898193,43.83,73.89,0.0992998718733399
17,3.797833070388207,2.171457984352112,45.04,75.03,0.09920985942042225
18,3.750282879976126,2.1684308345794676,45.47,75.18,0.0991144511001808
19,3.7475477933883665,2.1636625007629395,46.74,76.71,0.09901365737521299
20,3.693583069703518,2.2512768661499023,45.38,75.36,0.09890748929868662
21,3.68393972775875,2.0841553548812866,47.43,77.95,0.09879595851312768
22,3.6699427953133217,2.177931936645508,45.58,76.47,0.09867907724914365
23,3.6717937322763294,2.1070459606170653,47.53,76.47,0.09855685832408226
24,3.6617379414729583,1.9682048816680908,49.37,79.71,0.09842931514062592
25,3.6348571966855956,2.0068490966796877,50.32,79.45,0.09829646168532197
26,3.595118619234134,1.9905181037902833,49.78,78.73,0.09815831252704893
27,3.614223323112879,2.0513915534973144,47.28,76.75,0.09801488281541877
28,3.5169835359622272,1.9488761339187621,51.03,80.2,0.0978661882791157
29,3.5532660031929995,1.9772523990631103,50.08,79.37,0.09771224522417127
30,3.597134575477013,1.9464057826995849,51.44,79.55,0.09755307053217621
31,3.550895732488388,1.8974739587783813,52.7,82.13,0.09738868165842925
32,3.554500645857591,1.9087729232788087,50.61,80.39,0.09721909663002287
33,3.55512415201236,1.8701714778900147,52.78,82.01,0.09704433404386652
34,3.5138280171614427,1.8896292058944701,52.24,80.36,0.09686441306464712
35,3.5080533920190273,1.926586559677124,51.96,80.7,0.0966793534227276
36,3.5216201109763903,1.8459342569351196,52.45,81.33,0.09648917541198312
37,3.47838736252907,1.8396823860168456,53.19,82.57,0.0962938998875757
38,3.5032308969742214,1.9501363327026366,50.44,79.51,0.09609354826366709
39,3.5325023816182064,1.7011378868103026,56.34,84.8,0.09588814251107064
40,3.5078033685684202,1.924475750732422,55.81,83.22,0.09567770515484184
41,3.5058826721631564,1.7556903465270997,55.04,82.76,0.09546225927180821
42,3.477250655492147,1.8007335094451904,54.05,82.45,0.09524182848803865
43,3.4638630891457582,1.8780398195266723,53.55,83.08,0.09501643697625267
44,3.4860088599033845,1.8791631834030151,53.87,82.88,0.09478610945316945
45,3.4534885559326565,1.7586281290054322,57.2,83.97,0.09455087117679745
46,3.4812318007151286,1.8753547454833985,53.7,81.42,0.09431074794366458
