epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,4.635366423924764,4.640509245300293,0.72,4.34,1e-05
1,4.4956023534139,4.114547086334229,8.37,26.76,0.020008
2,4.447063847077199,4.008413179779053,9.93,29.35,0.04000600000000001
3,4.4171850167788,3.9057279716491697,11.19,32.4,0.06000400000000001
4,4.375290196981186,3.88164778175354,10.25,31.91,0.080002
5,4.343597174913455,3.737371849822998,13.79,38.3,0.09993148359005492
6,4.303327182623057,3.643299691772461,15.65,40.49,0.09990134628777145
7,4.246868830460769,3.5478125411987307,16.47,41.83,0.09986573728883678
8,4.213620712206914,3.3653491317749022,19.79,48.68,0.09982466049817898
9,4.1922025588842535,3.2432944229125975,22.2,50.81,0.09977812042033099
10,4.133493704062242,3.2591570903778075,21.86,49.84,0.09972612215893682
11,4.09030817044087,3.0682264530181884,27.04,56.01,0.09966867141619182
12,4.053395760365022,2.9109580085754394,27.68,59.82,0.09960577449221733
13,4.002006538709005,2.8643635925292967,29.6,61.37,0.09953743828436983
14,4.001343259444604,2.771548336791992,30.43,61.99,0.09946367028648462
15,3.9622599638425386,2.7307905639648435,32.04,63.65,0.09938447858805392
16,3.9499398494378113,2.750894787597656,31.36,62.13,0.0992998718733399
17,3.9077015821750347,2.690245016479492,32.17,63.64,0.09920985942042225
18,3.909248105684916,2.656706355667114,33.03,64.94,0.0991144511001808
19,3.8642154974815175,2.5607526969909666,35.77,67.81,0.09901365737521299
20,3.873102864240989,2.4998666831970215,37.35,68.45,0.09890748929868662
21,3.848529242246579,2.89009520111084,30.46,59.91,0.09879595851312768
22,3.8499346629167213,2.442430808258057,38.14,70.93,0.09867907724914365
23,3.801777416620499,2.364652961730957,40.22,71.28,0.09855685832408226
24,3.7884095448714037,2.2897708484649657,40.79,73.85,0.09842931514062592
25,3.776805601364527,2.287705772399902,41.62,73.05,0.09829646168532197
26,3.771231170801016,2.3871219779968262,41.14,72.42,0.09815831252704893
27,3.7460829520836856,2.134708674621582,44.32,75.86,0.09801488281541877
28,3.7519864100676315,2.2227234855651856,43.97,74.9,0.0978661882791157
29,3.7196292284207466,2.2556270935058595,42.52,73.54,0.09771224522417127
30,3.735336937659826,2.2986208984375,41.88,74.86,0.09755307053217621
31,3.690661063561073,2.1189210544586183,45.17,76.03,0.09738868165842925
32,3.7277673568481053,2.1990988807678225,45.76,77.07,0.09721909663002287
33,3.7361161812757833,2.1810565315246584,45.23,77.11,0.09704433404386652
34,3.6937948391987727,2.155589754486084,46.29,76.12,0.09686441306464712
35,3.7180353574263743,2.0348083393096923,47.16,78.44,0.0966793534227276
36,3.689569107691447,2.1244831604003904,45.7,77.93,0.09648917541198312
37,3.666603688093332,2.0227553588867186,46.85,78.66,0.0962938998875757
38,3.6585952654863014,2.0435463172912596,47.31,78.5,0.09609354826366709
39,3.681001647313436,2.0691408559799194,47.17,77.91,0.09588814251107064
40,3.645459747925783,2.0496380350112915,47.12,78.05,0.09567770515484184
